country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median,avg_shortfall_international_povline,avg_shortfall_lower_mid_income_povline,avg_shortfall_upper_mid_income_povline,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_international_povline,total_shortfall_lower_mid_income_povline,total_shortfall_upper_mid_income_povline,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_international_povline,income_gap_ratio_lower_mid_income_povline,income_gap_ratio_upper_mid_income_povline,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_international_povline,poverty_gap_index_lower_mid_income_povline,poverty_gap_index_upper_mid_income_povline,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,mean,median,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,gini,mld,polarization,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio,Healthy Life Expectancy (IHME),Life Expectancy (IHME),Years Lived With Disability (IHME),GDP per capita,Population,GDP
Indonesia,2015,urban,consumption,2011,2015.0,5.0,5.73713104122676,27.808178293194143,57.63749692953718,0.096236813541271,83.55680779223658,95.78293699808994,98.12424643597792,99.055414195953,5.97776352836679,13.977047816368527,23.32105770564127,7903005.0,38306284.0,79396728.0,132568.0,115101062.0,131942783.0,135167980.0,136450681.0,8234481.0,19253644.0,32125192.0,0.3079059643227761,0.853933483031645,2.1572156287257327,0.0773536352123376,5.427863288398541,14.312290032381345,23.87160057520981,33.60444452223351,0.315274771842277,0.4639129975946879,0.6658181002863811,2433382.375572721,32711018.51811937,171275862.511286,10254.616712829176,624752828.8854843,1888403377.9755545,3226676029.117948,4585349339.685482,2596124.118514565,8932015.702660978,21389534.30877525,16.205577069619796,26.685421344738906,39.22210234046787,7.735363521233764,54.27863288398541,71.56145016190672,79.57200191736604,84.01111130558377,16.418904579828258,19.327758314032987,23.11635189889448,0.92973518492367,7.4207294490749796,22.6066381642648,0.0074442670074822,45.3534929890158,68.5436587107849,78.07942698741005,83.21755401276167,6.90693550932671,4.800484257482279,1.7915444475723536,2.447607205367247,3.00557910923228,3.6895752973575737,4.400964239986969,5.260396834516304,6.33979943037676,7.89437555190837,10.62366660825937,23.6158463686914,2.5938340457257203,3.5436948876417698,4.35153782046137,5.34184124402985,6.37180444792654,7.61610822543946,9.17888899037189,11.429635532644369,15.38115795914673,34.1914968466145,2.2,2.7,3.37,4.03,5.75,7.01,9.01,12.86,0.427530636848319,0.3015690885436878,0.3695484649672312,2.159793793965529,8.076972889895952,5.845454545454545,2.6791666666666667,2.1818181818181817,62.71,71.38,8.67,10484.0,252785528.3,2650203478697.2
Indonesia,2016,national,consumption,2011,2016.0,5.0,5.23999940665822,28.63535201526495,59.70030952612366,0.0530382050406936,86.56420990557012,97.17243044865208,98.86972777025304,99.62281193931376,4.898143581700911,12.19667770584164,21.69599789218833,13705553.0,74897592.0,156149972.0,138725.0,226414219.0,254160697.0,258600087.0,260569827.0,12811407.0,31901189.0,56747268.0,0.2777955310604028,0.8013150731015389,2.1144472697148693,0.1058612945657001,5.391271221237905,14.452562426306336,24.134855995424072,33.91997947084973,0.2723548357046,0.4294643349306651,0.6055325186984751,3807341.374111496,60016569.40860924,330170881.96145326,14685.60808862675,1220660462.9737566,3673273339.706029,6241275860.149137,8838523182.562866,3489248.6486297627,13700422.91738245,34362316.12129738,14.620817424231724,25.041096034423088,38.44449581299762,10.586129456570012,53.912712212379056,72.26281213153167,80.44951998474691,84.79994867712432,14.517848385106609,18.31404413350384,21.518568539391435,0.76613074211513,7.170606012345799,22.95148299209829,0.0056147006437941,46.66911336562651,70.21953078419637,79.54022146170726,84.4800935443693,6.263614322858878,4.69,1.8348879906468976,2.4863415097806447,2.990691976963116,3.6335698779924512,4.334541006293804,5.097117988794535,6.110726568402722,7.442089032561584,9.622956132573073,19.08322114455526,2.9294396111691103,3.96949968759541,4.77470645989277,5.80107537070385,6.92019141484338,8.13766257956329,9.7559112892724,11.88146116436623,15.36326414200564,30.466788280548503,2.22,2.73,3.29,3.99,5.53,6.76,8.27,11.4,0.3859821724288997,0.243448050226877,0.3366722331138467,1.7434777960123211,6.643057785819555,5.135135135135135,2.4307036247334755,2.112612612612613,62.95,71.66,8.71,10911.0,255078801.0,2783164797711.0
Indonesia,2016,rural,consumption,2011,2016.0,5.0,5.49503480086666,31.28813293917296,68.47998251093567,0.10170652755984,92.96804212416347,99.02315840174408,99.75867774479312,99.90397730302288,3.0820670894223,8.915084203158811,16.63462830899663,6612984.0,37653613.0,82412036.0,122398.0,111882120.0,119169132.0,120054290.0,120229151.0,3709105.0,10728832.0,20018895.0,0.2920520739690436,0.7764813792280787,2.0713167455318224,0.0985190688671259,5.587432936032382,15.04527597750702,24.90905805913413,34.866937630694714,0.2505953312779379,0.3625259865571223,0.517553863783977,1931335.6923241017,29237329.355160315,170701430.20017138,12058.536991198478,625133842.2411273,1792932478.939963,2990439279.858126,4192022309.308377,929484.396219656,3889480.405405624,10360856.45593574,15.3711617878444,24.26504310087746,37.66030446421495,9.851906886712593,55.87432936032381,75.2263798875351,83.03019353044711,87.16734407673678,14.729062484775865,17.046344418707744,20.2799287601426,0.8446507354505001,7.592079036468149,25.789770012039693,0.0100199976313029,51.94527016897163,74.49153742770541,82.82982289533327,87.08364381246659,5.179022609253025,4.253416188860566,1.8068572879547944,2.460936484908695,2.907141609201004,3.390429557468123,3.955075615798634,4.570169110983801,5.235074457794223,6.1773075385992655,7.729912703364607,13.557321726470812,3.48879976837058,4.7517392191181,5.61330163727612,6.54646602895817,7.636722050087901,8.82438532478807,10.10822862298584,11.92755468486017,14.92542760781556,26.17737505576597,2.19,2.7,3.13,3.66,4.88,5.63,6.85,8.89,0.3265532343256481,0.1735989010979628,0.2744741616313212,1.2831853706958227,4.9878779441474,4.059360730593608,2.091764705882353,1.9406392694063928,62.95,71.66,8.71,10911.0,255078801.0,2783164797711.0
Indonesia,2016,urban,consumption,2011,2016.0,5.0,5.02265080665033,26.37457475441236,52.21801618523824,0.0115616413774421,81.10667734732819,95.59518611812108,98.11213867936232,99.3831946173238,7.73951394038778,17.5280136153738,26.08905843482438,7092569.0,37243979.0,73737936.0,16326.0,114532099.0,134991565.0,138545796.0,140340676.0,10929097.0,24751602.0,36840797.0,0.2645029864055443,0.8264219044224277,2.162651416786088,0.1609133344008498,5.199648185375783,13.929321145110556,23.46398572996766,33.10872517996484,0.3428287418352277,0.5250419931536325,0.7990592327248894,1876005.6817873856,30779240.053448904,159469451.76128185,2627.071097428275,595526620.7326295,1880340860.766066,3250836580.2910104,4646500873.254488,3746808.5739051616,12995630.447825436,29437978.983793408,13.921209810818125,25.825684513200866,39.320934850656144,16.091333440084988,51.99648185375783,69.64660572555277,78.21328576655887,82.7718129499121,16.253922884296358,19.9142977850744,25.25623936734698,0.6992137140804899,6.81141441065301,20.53261202668,0.0018603780885827,42.172618680297205,66.57880214700891,76.73672719220924,82.26127208400918,7.187935008872031,5.273015386434033,1.8601205619691863,2.5092537312515697,3.113881409159788,3.950673715976505,4.800301200154134,5.8587169623657696,7.0972334035665785,8.653469133550663,11.266452242912685,22.769247727812186,2.58783720174605,3.49092434496752,4.33209455193507,5.49625686807158,6.678275741543501,8.15076507388337,9.87381409932964,12.03888060043633,15.67411534607166,31.67703617201355,2.25,2.77,3.53,4.35,6.52,7.72,9.71,13.38,0.4103151529517567,0.2785783395517354,0.3761748266191111,1.9913755713111545,7.789605029610874,5.946666666666667,2.538899430740038,2.342222222222222,62.95,71.66,8.71,10911.0,255078801.0,2783164797711.0
Iran,1990,national,consumption,2011,1990.0,0.0,6.23434082031249,20.074345703125,44.09297851562499,0.85821899414062,74.42068162143288,93.34087099330937,97.230559435847,98.54662265029076,11.79963378906249,18.60979492187499,25.4687744140625,3514062.0,11315148.0,24853542.0,483746.0,41948119.0,52612713.0,54805183.0,55546998.0,6651007.0,10489636.0,14355783.0,0.4826067781967116,0.987033758588262,2.1434454090965387,0.3159315521290803,4.97282086988645,13.24701890814752,22.55784600945569,32.19974010824944,0.6760906725803112,0.9294122397698584,1.2105806404127133,1695910.140203493,11168433.059422458,53272210.49968801,152830.62461623407,208600481.6156803,696961603.9199388,1236286878.634039,1788598899.3934517,4496683.795966358,9749196.08913054,17378832.977765944,25.40035674719536,30.84480495588319,38.97173471084616,31.59315521290803,49.72820869886449,66.23509454073759,75.19282003151898,80.49935027062361,27.53018495970561,30.27628322931973,32.86295787516772,1.58354491573361,6.1918926378617,17.18379878798442,0.2711387180253199,37.008071717801485,61.82441388113315,73.11039922486653,79.32939060165384,8.577306883364539,6.139539868419583,1.7672424150919368,2.7057696729683745,3.625272083543837,4.569572135289059,5.5888292105407045,6.7549252734242256,8.194491036668513,10.187084279780612,13.606158721565835,28.77372400477225,2.0603698096887,3.15456787283214,4.2265854922073,5.32751386586345,6.5158321679968,7.87534521648657,9.55368759460095,11.87678652321301,15.86297296643848,33.54633849067256,2.29,3.19,4.1,5.07,7.47,9.06,11.52,16.46,0.4360477757130536,0.3277445509345242,0.3863006730775217,2.2713964626449896,9.474573708276251,7.187772925764192,2.6720779220779223,2.6899563318777293,57.97,67.92,9.95,5620.0,56668726.0,318478240120.0
Iran,1994,national,consumption,2011,1994.0,0.0,2.89028320312499,14.2893701171875,36.77465754408722,0.19917114257812,68.05591486518236,91.06845854031567,96.23025599108244,98.00637718485912,10.65240234374999,17.731064453125,24.858544921875,1751240.0,8658016.0,22281989.0,120679.0,41235493.0,55178933.0,58306497.0,59382660.0,6454355.0,10743360.0,15061944.0,0.3653408949238579,0.8186237902710409,1.9171060444671524,0.2754576119579596,4.609053551813136,12.521440013468723,21.63511057258352,31.16577831618953,0.6682636952846825,0.9676495490325244,1.2974334766530662,639799.588826457,7087657.874147316,42716935.7946506,33241.949153474605,190056595.4724157,690919699.5667099,1261467509.6950092,1850706817.385656,4313211.122979167,10395807.459094062,19541870.36907379,19.228468153887263,25.581993445970024,34.856473535766405,27.54576119579596,46.09053551813136,62.607200067343626,72.11703524194506,77.91444579047383,23.590775309782185,27.327659127271563,30.53431536391048,0.55575713268653,3.6555056283162495,12.81834900720485,0.054863204464749,31.3673359198534,57.01541231990195,69.39840740636511,76.36112586069675,9.898143325920412,7.081832692115669,2.2104095024325785,3.2355256867476934,4.253133701040352,5.30898213564453,6.458092000753384,7.781669626513302,9.42484225145109,11.709886888248908,15.645354384489533,32.95353708188271,2.23315568349485,3.2688208083174297,4.296900500422749,5.36361412522874,6.52454888568999,7.86174676430006,9.52182842894396,11.83038727837377,15.806352635366288,33.292644889862125,2.76,3.76,4.77,5.86,8.53,10.42,13.24,18.92,0.4299836950518908,0.3147499116125941,0.3809393804702434,2.195723950104512,8.92388355317306,6.855072463768117,2.672316384180791,2.565217391304348,60.28,70.62,10.34,6884.7062,60915794.7,419387349449.017
Iran,1998,national,consumption,2011,1998.0,0.0,2.85366943359374,14.045278320312498,34.60290282096313,0.089329833984375,64.37149825598958,89.02245676891603,95.23427895914836,97.46606125279892,12.263408203124987,19.2688427734375,26.07092563618541,1825545.0,8985022.0,22136112.0,57146.0,41179629.0,56949300.0,60923117.0,62350829.0,7845127.0,12326632.0,16678050.0,0.3113367787836589,0.8202658031083296,1.943451243937531,0.1979413177285359,4.598915061089943,12.280036688725549,21.21491132271708,30.631046793246565,0.73445495173715,1.0828492717462943,1.429402495364483,568359.2998246147,7370106.28677601,43020454.40234051,11311.554542914912,189381616.01819617,699339493.3972379,1292478524.6585176,1909871160.6967149,5761892.372156813,13347884.484284569,23839646.28781361,16.386146251771525,25.6333063471353,35.33547716250057,19.79413177285359,45.98915061089943,61.40018344362774,70.7163710757236,76.57761698311641,24.41075080402226,28.792141621097866,31.672274367507256,0.46760651607983,3.60026905374031,12.22710068916194,0.017682085195921,29.6039050713186,54.65995171666152,67.34622637470848,74.63718724192607,10.674795143945826,7.521839021191955,2.208539592485376,3.296192704462489,4.395423318202846,5.552328619969581,6.8260180292476695,8.306965033495853,10.159618199155588,12.751278729309645,17.22994428241159,36.02164293071757,2.06892925129148,3.08782759763958,4.11757158702544,5.20134442403662,6.39451899282491,7.78184960130792,9.51738938514205,11.94522101582576,16.14077277368971,33.74457537121649,2.77,3.84,4.96,6.16,9.15,11.28,14.48,20.96,0.4409564339566993,0.3332719450885358,0.4020227199544584,2.331123098566109,9.673783272377268,7.566787003610108,2.787234042553192,2.714801444043321,60.79,71.15,10.36,8458.3864,64315163.21,544002501809.244
Iran,2005,national,consumption,2011,2005.23,1.0,0.62161258001268,3.97790165338604,15.84548700010728,0.0419046383876987,42.23918573869664,76.02892020652705,88.0470287911236,93.53525700836386,10.63933149151248,17.40155643699399,24.48733955799897,433652.0,2775077.0,11054183.0,29234.0,29467046.0,53039558.0,61423672.0,65252389.0,7422247.0,12139734.0,17082942.0,0.3489055500895139,0.7252584232264103,1.5555465864677078,0.1736454091704374,3.695843755684893,10.220943283605031,18.25237332303918,26.926773215571178,1.2309008824765793,1.6896562257792294,2.193595863563393,151303.58960741787,2012647.9693518768,17195296.631839365,5076.349891688567,108905597.9575795,542114314.1054795,1121127792.2159083,1757036280.3772314,9136050.382259144,20511977.132403787,37473070.90869336,18.36345000471126,22.66432572582532,28.282665208503776,17.36454091704374,36.95843755684893,51.10471641802516,60.8412444101306,67.31693303892794,26.59371042281825,29.204124570665307,31.59520749438127,0.1141496436429,0.90156443339521,4.4815259140519705,0.0072766331058518,15.61094283134827,38.8543643498136,53.56890799355577,62.96506662645985,16.424876012459627,11.571353366136782,3.3233360215321173,5.360189210022615,7.033156418779016,8.717506165624652,10.558981140129248,12.708787678407525,15.47344868199254,19.54586318755328,26.811421470997985,54.71607014955751,2.02335531727064,3.26345794388735,4.28201492263551,5.3075019616657695,6.42865196188963,7.73752427036092,9.420740022789,11.900158742584187,16.323667497191032,33.31292735972609,4.5,6.2,7.85,9.59,13.92,17.2,22.28,32.6,0.4355864116802718,0.3238983915545314,0.3926612057708498,2.2393242845510697,9.388755078904572,7.2444444444444445,2.820069204152249,2.568888888888889,62.04,72.38,10.34,13110.1423,70136751.01,919502786200.769
Iran,2006,national,consumption,2011,2006.23,1.0,0.5542564049766799,4.11956598884076,16.76445750669949,0.0279619632784463,42.31947022443873,74.68614621015917,87.01059161201286,92.45481899602834,11.19070135787673,18.5929176407895,25.552981477748386,391054.0,2906550.0,11828122.0,19728.0,29858399.0,52694628.0,61390111.0,65231272.0,7895572.0,13118188.0,18028844.0,0.3527866588542631,0.6675519787011912,1.5253996949309088,0.1854733576574849,3.8028204654033617,10.352501971428229,18.28855434121458,26.95741172384308,1.1977985901519983,1.6462293397446728,2.200683389154485,137958.63409159498,1940273.2036939475,18042613.69040557,3659.018399866862,113546130.78137928,545521240.253677,1122736381.036695,1758466256.5739963,9457305.010043591,21595545.96988649,39675777.51645751,18.56771888706648,20.860999334412224,27.734539907834705,18.54733576574849,38.028204654033615,51.76250985714114,60.96184780404861,67.39352930960769,25.88015214353693,28.455312020589385,31.6992753202051,0.10291270430675,0.85938271284555,4.6495451227092,0.005186069100525,16.09333476844272,38.65942362933528,53.04326477233725,62.30856558323284,16.88943775107397,11.570629333134791,3.299646333917315,5.226663279473208,6.838781565666019,8.597246290774287,10.542788566475666,12.838075956986833,15.893035007053529,20.251183863393976,27.99388322135841,57.413073425640086,1.95367446954088,3.09463426580962,4.04914696774388,5.09030935042678,6.2422377357146,7.601245314498691,9.410043863682152,11.99044288025884,16.5747869372255,33.99347821509884,4.43,6.01,7.69,9.51,14.24,17.74,23.24,34.5,0.4475203722148978,0.3420655683018145,0.4200463291353573,2.395971323662584,10.016872541535127,7.787810383747179,2.979274611398964,2.613995485327314,62.41,72.85,10.44,14185.7533,70933416.77,1006243951025.3
Iran,2009,national,consumption,2011,2009.23,1.0,1.11022408511269,4.49539558222079,15.117706576109368,0.23456514539676,40.89077710691026,74.89494957329377,88.23984004862201,93.94896300178492,11.2539428769848,17.94368971546873,24.9851847258831,809629.0,3278260.0,11024562.0,171056.0,29819531.0,54617017.0,64348756.0,68512124.0,8206919.0,13085406.0,18220404.0,0.5451862207263402,0.8713549844036921,1.682679388453734,0.2311594442671021,3.7518179814057664,10.118555678310807,17.94077671213257,26.5917701671841,1.419381149146242,1.8485880159477208,2.351333527227909,441398.5747004461,2856528.1911712475,18550803.24413028,39541.20989855343,111877452.60288668,552645327.497748,1154466663.0995011,1821858655.073618,11648746.121170128,24189524.7154104,42842246.80483751,28.6940116171758,27.22984326261538,30.5941706991588,23.11594442671021,37.51817981405766,50.59277839155405,59.8025890404419,66.47942541796026,29.72866711237962,30.97465837818132,32.83215446543116,0.31856780435277,1.22408927524183,4.62513684071734,0.0542218724018928,15.34147532472055,37.89143593223916,52.76970891838272,62.456730448516005,16.280581597685025,11.9361317460074,3.1916658243355345,5.46491744494675,7.157627918228934,8.853159850956404,10.84985315796114,13.159256514539432,16.074215564056978,20.174166616077567,26.97009417250486,50.910858913223066,1.96041265797861,3.356708980055,4.39642028467011,5.43786461057095,6.664290887190361,8.08279264200892,9.873244065397891,12.3915515517862,16.56580510387897,31.27090921645097,4.54,6.32,7.99,9.81,14.44,17.96,22.9,32.35,0.4205002463843913,0.3074970043967432,0.3907497391079456,2.063894803942825,8.996731234837995,7.125550660792952,2.709380234505863,2.629955947136564,63.25,74.03,10.78,16575.0711,73316213.62,1215221453534.29
Iran,2013,national,consumption,2011,2013.23,1.0,0.16802982646309,1.72953778721226,10.660523425208533,0.0081639361408162,40.38046279397963,79.22156359868164,91.28191850033969,95.69642371215036,6.61443589976688,12.70759170555151,20.13890342449754,128513.0,1322784.0,8153378.0,6244.0,30883771.0,60590207.0,69814203.0,73190503.0,5058850.0,9719016.0,15402629.0,0.3518992638813079,0.5995677744810147,1.297948594626217,0.3849179714456537,3.156540042481032,9.57978025484022,17.771091046356318,26.762443282487336,1.0261389836673669,1.3984289522918856,1.829556861939972,45223.63009917852,793098.6589990946,10582665.516556315,2403.4278137066617,97485859.82431446,580440868.6552818,1240674557.8418024,1958756685.3542192,5191083.197525658,13591353.362188073,28179985.5788656,18.52101388848989,18.73649295253171,23.59906535684031,38.49179714456537,31.56540042481032,47.89890127420111,59.23697015452106,66.90610820621833,21.97988084715995,23.963460883040128,26.126052752830624,0.0311209462269097,0.32405461525251,2.51578401957366,0.0031424766303483,12.746254933900488,37.946258561334375,54.07264271541612,64.0267524695404,15.190724718332344,11.671343793930934,4.120374107141549,6.20086004227322,7.722876578093768,9.21069207018738,10.79331137468222,12.69234665524727,15.097902893525452,18.285722485274498,23.76822821644736,44.01493276051786,2.7124276053591,4.08200408950203,5.08394215634341,6.06336579786204,7.105198451563489,8.35532661580655,9.93889572319425,12.03742601115474,15.64654001514726,28.974873534111328,5.38,6.99,8.46,9.94,13.78,16.5,20.4,28.24,0.3735950783234441,0.232124891910859,0.3266110252789092,1.6149422575986798,6.56735037648658,5.24907063197026,2.4219554030874786,2.16728624535316,63.98,74.96,10.98,16248.0,76892428.17,1249348172906.16
Iran,2014,national,consumption,2011,2014.23,1.0,0.42034954491483,3.2165408803936097,13.13007625080324,0.0418434539552834,41.79495907597692,79.35542737375374,91.35283006054088,95.74186198582886,7.995080437971359,14.17810549790069,21.1461198664421,325627.0,2491718.0,10171315.0,32414.0,32376786.0,61473292.0,70767172.0,74167170.0,6193451.0,10983178.0,16381004.0,0.3391540605462656,0.724129337695627,1.5010018749802023,0.1848949884056732,3.425200599629842,9.9182859177373,18.073320484857696,27.041120635240222,1.1933148675591858,1.5439228148198365,1.978278424438331,110437.71927349883,1804326.1050642724,15267162.886014257,5993.186154181494,110896986.82128708,609709686.3605529,1278997779.363048,2005563391.1443696,7390737.159799307,16957179.0934273,32406186.783838,17.85021371296135,22.629041802988343,27.29094318145822,18.48949884056733,34.252005996298415,49.591429588686495,60.24440161619232,67.60280158810058,26.355750289876728,27.27946849935111,29.12839048925558,0.07503329039063,0.72787234298621,3.58332181206016,0.0077365605886923,14.315611689246522,39.3534908535248,55.03496558860934,64.72418130724196,14.958808382211402,11.319302755891751,3.61455953045431,5.794988929523992,7.381679858478097,8.917889693587131,10.532353057107311,12.29974193916576,14.712263186828828,18.04942804210646,23.710265109825905,44.57491447497536,2.41634188907229,3.87396427673693,4.93467104455739,5.96163107764121,7.04090378591392,8.22240757745936,9.83518393371777,12.0660868037927,15.850370232712848,29.798439378354903,4.94,6.62,8.13,9.72,13.38,16.16,20.32,28.3,0.3878329281544339,0.2545085487853037,0.3374522714181968,1.7338173349274013,7.257009183303438,5.728744939271254,2.5,2.291497975708502,64.18,75.22,11.04,16493.0,77881517.12,1284499861860.16
Iran,2015,national,consumption,2011,2015.23,1.0,0.42125809183926,3.15052111203443,13.37158915637274,0.0105755842717801,43.14126986192116,79.91571944940159,91.199319578109,95.42928292223934,8.09393576931582,13.974300182317007,21.27955125382707,330655.0,2472914.0,10495656.0,8301.0,33862535.0,62727613.0,71584360.0,74904551.0,6353109.0,10968737.0,16702790.0,0.2653023056884167,0.6936757879739633,1.4879280326862196,0.2922641741591267,3.413654849871641,9.985882680542227,18.23243168927004,27.236983267796525,1.1164962465431711,1.519077568946987,1.9167322338823043,87723.5338874034,1715400.5675418456,15616780.783831315,2426.084909694911,115595006.83169818,626390584.2484554,1305156953.7201145,2040174002.268812,7093222.35237964,16662362.336378869,32014775.988767017,13.963279246758772,21.677368374186354,27.053236957931265,29.22641741591267,34.13654849871641,49.929413402711134,60.77477229756679,68.09245816949131,24.932860512923952,27.13843365054419,28.535469824149125,0.0588214832654092,0.68295018195542,3.61744784650386,0.0030908608274784,14.72694039027392,39.90145010626121,55.426179106428606,64.98014434339811,14.95193853291035,11.195027601871384,3.612583754254578,5.754657365356627,7.270015468001493,8.7181780273954,10.315655695301162,12.183229557621535,14.523344403877635,17.8196822402442,23.62868488322379,45.69335393391631,2.41613068854116,3.848770079338,4.86225612284296,5.83080114207668,6.89920953901437,8.148260863168561,9.71335213284261,11.91797451616172,15.803091238781692,30.56015367729193,4.87,6.53,7.98,9.5,13.26,15.94,20.04,28.36,0.3947100425317789,0.2624355724108005,0.342302876271178,1.802112826213203,7.40047554364837,5.823408624229979,2.536672629695885,2.295687885010267,64.52,75.69,11.18,16253.0,78913470.9,1282580642537.7
Iran,2016,national,consumption,2011,2016.23,1.0,0.38433611258756,3.06997467456951,13.652567073741809,0.0145199310290466,42.82740279436542,78.94991485548142,90.84888691820748,95.17601087132516,8.208606081557319,14.41931824338388,21.75961050591603,305793.0,2442594.0,10862527.0,11553.0,34075191.0,62815703.0,72283000.0,75725833.0,6531095.0,11472585.0,17312815.0,0.3054253091030389,0.702246726550654,1.4717698763637448,0.3374822356886739,3.4467890392326743,10.017979628958583,18.17467500927917,27.1585157848784,1.137645777836808,1.520223381115592,1.947050472899249,93396.92154654556,1715303.640792268,15987140.01978784,3898.9322689112505,117449994.84855989,629286433.0327126,1313720033.6957262,2056601230.8535647,7430072.651401088,17440891.958836023,33708924.63296721,16.075016268580995,21.945210204707937,26.759452297522635,33.748223568867395,34.467890392326744,50.08989814479292,60.58225003093056,67.89628946219598,25.2571842478748,27.000715184139903,28.817999118282305,0.0617820623128141,0.67371229247108,3.65335209349983,0.0049003729198441,14.76170229426524,39.54593184200077,55.03829966229012,64.62098007544535,15.175671201627654,11.260615659607152,3.6039695331230495,5.6990040278448655,7.237091528881804,8.761744456793638,10.386892416641103,12.274075476137638,14.748688575222722,18.219033042824822,24.00485401946,46.82135893928224,2.3748336961442003,3.75535549770848,4.7688773911401,5.77354658016965,6.8444369139515,8.08799512921787,9.7186400385644,12.00542157296526,15.81798505023315,30.85290812986279,4.86,6.46,8.0,9.55,13.4,16.26,20.44,28.9,0.3996519667192529,0.2691010883092082,0.3504233535537384,1.8505142429820305,7.613287568171184,5.946502057613168,2.566607460035524,2.316872427983539,64.79,75.94,11.15,16783.0,79990996.95,1342488901811.85
Iraq,2006,national,consumption,2011,2006.85,0.0,1.54212717140515,15.65877674846054,56.99235313944975,0.0045403112318086,90.63104561354484,99.02535628411552,99.7853944624026,99.9321991884332,2.10954763968514,5.90482087667758,12.79510040427812,423285.0,4298040.0,15643332.0,1246.0,24876522.0,27180603.0,27389219.0,27429514.0,579031.0,1620763.0,3512015.0,0.2997987534576121,0.6083564651356776,1.655490527635587,0.0448571720206929,4.929463678476279,14.271271206197106,24.13522843382076,34.094102385267526,0.3252879076926636,0.4378715796117765,0.5654351452905962,126900.31535730534,2614740.421411748,25897387.94665866,55.89203633778342,122627911.64581607,387901756.9609747,661045057.1889436,935184658.694129,188351.7824791908,709686.0549863217,1985816.7117877533,15.778881760926952,19.011139535489928,30.099827775192487,4.485717202069296,49.2946367847628,71.35635603098554,80.45076144606918,85.23525596316881,16.06434466176018,17.29943181071181,18.61601132004503,0.24333043548528,2.97691157942587,17.15460040293309,0.0002036278921567,44.67624514003802,70.66088687171748,80.27811022578976,85.17746592573403,5.9353978019163645,5.062265447824088,2.341644527275721,3.160185291924716,3.725943639040741,4.226606085356565,4.767690649286124,5.37105897726897,6.092191813150594,7.042778558226863,8.602322452570515,14.023556025064533,3.94521918399416,5.32430242654399,6.277496072525659,7.12101568658451,8.03263876895796,9.04919797546647,10.26416765390789,11.86572289384371,14.49325342573177,23.62698591244675,2.84,3.44,3.98,4.49,5.69,6.5,7.64,9.8,0.2860061238900415,0.1331823329623391,0.2344863150994331,1.0423041790684158,4.112427905107977,3.450704225352113,1.9367588932806328,1.7816901408450705,54.41,63.77,9.36,7117.6135,28575711.59,203390870585.09
